talkativeness,agreeableness,knowledge_sharing,mimicry,critical_thinking,equal,loop,timeout
0.9,0.5,0.9,0.1,0.9,50,0,0
0.9,0.5,0.9,0.5,0.1,50,0,0
0.9,0.5,0.9,0.5,0.5,49,1,0
0.9,0.5,0.9,0.5,0.9,50,0,0
0.9,0.5,0.9,0.9,0.1,12,38,0
0.9,0.5,0.9,0.9,0.5,18,32,0
0.9,0.5,0.9,0.9,0.9,42,8,0
0.9,0.9,0.1,0.1,0.1,0,50,0
0.9,0.9,0.1,0.1,0.5,0,50,0
0.9,0.9,0.1,0.1,0.9,8,42,0
0.9,0.9,0.1,0.5,0.1,0,50,0
0.9,0.9,0.1,0.5,0.5,0,50,0
0.9,0.9,0.1,0.5,0.9,0,50,0
0.9,0.9,0.1,0.9,0.1,0,50,0
0.9,0.9,0.1,0.9,0.5,0,50,0
0.9,0.9,0.1,0.9,0.9,0,50,0
0.9,0.9,0.5,0.1,0.1,50,0,0
0.9,0.9,0.5,0.1,0.5,50,0,0
0.9,0.9,0.5,0.1,0.9,50,0,0
0.9,0.9,0.5,0.5,0.1,17,33,0
0.9,0.9,0.5,0.5,0.5,18,32,0
0.9,0.9,0.5,0.5,0.9,9,41,0
0.9,0.9,0.5,0.9,0.1,0,50,0
0.9,0.9,0.5,0.9,0.5,0,50,0
0.9,0.9,0.5,0.9,0.9,0,50,0
0.9,0.9,0.9,0.1,0.1,50,0,0
0.9,0.9,0.9,0.1,0.5,50,0,0
0.9,0.9,0.9,0.1,0.9,50,0,0
0.9,0.9,0.9,0.5,0.1,50,0,0
0.9,0.9,0.9,0.5,0.5,50,0,0
0.9,0.9,0.9,0.5,0.9,50,0,0
0.9,0.9,0.9,0.9,0.1,11,39,0
0.9,0.9,0.9,0.9,0.5,10,40,0
0.9,0.9,0.9,0.9,0.9,37,13,0
0.1,0.1,0.1,0.1,0.1,0,50,0
0.1,0.1,0.1,0.1,0.5,0,50,0
0.1,0.1,0.1,0.1,0.9,0,50,0
0.1,0.1,0.1,0.5,0.1,0,50,0
0.1,0.1,0.1,0.5,0.5,0,50,0
0.1,0.1,0.1,0.5,0.9,0,50,0
0.1,0.1,0.1,0.9,0.1,0,50,0
0.1,0.1,0.1,0.9,0.5,0,50,0
0.1,0.1,0.1,0.9,0.9,0,50,0
0.1,0.1,0.5,0.1,0.1,0,40,10
0.1,0.1,0.5,0.1,0.5,0,40,10
0.1,0.1,0.5,0.1,0.9,0,50,0
0.1,0.1,0.5,0.5,0.1,0,38,12
0.1,0.1,0.5,0.5,0.5,0,41,9
0.1,0.1,0.5,0.5,0.9,0,50,0
0.1,0.1,0.5,0.9,0.1,0,34,16
0.1,0.1,0.5,0.9,0.5,0,38,12
0.1,0.1,0.5,0.9,0.9,0,50,0
0.1,0.1,0.9,0.1,0.1,0,34,16
0.1,0.1,0.9,0.1,0.5,0,46,4
0.1,0.1,0.9,0.1,0.9,0,50,0
0.1,0.1,0.9,0.5,0.1,0,33,17
0.1,0.1,0.9,0.5,0.5,0,40,10
0.1,0.1,0.9,0.5,0.9,1,49,0
0.1,0.1,0.9,0.9,0.1,0,30,20
0.1,0.1,0.9,0.9,0.5,0,41,9
0.1,0.1,0.9,0.9,0.9,0,50,0
0.1,0.5,0.1,0.1,0.1,0,45,5
0.1,0.5,0.1,0.1,0.5,0,49,1
0.1,0.5,0.1,0.1,0.9,0,50,0
0.1,0.5,0.1,0.5,0.1,0,44,6
0.1,0.5,0.1,0.5,0.5,0,50,0
0.1,0.5,0.1,0.5,0.9,0,50,0
0.1,0.5,0.1,0.9,0.1,0,49,1
0.1,0.5,0.1,0.9,0.5,0,50,0
0.1,0.5,0.1,0.9,0.9,0,50,0
0.1,0.5,0.5,0.1,0.1,30,19,1
0.1,0.5,0.5,0.1,0.5,29,21,0
0.1,0.5,0.5,0.1,0.9,29,21,0
0.1,0.5,0.5,0.5,0.1,0,20,30
0.1,0.5,0.5,0.5,0.5,2,46,2
0.1,0.5,0.5,0.5,0.9,2,48,0
0.1,0.5,0.5,0.9,0.1,0,22,28
0.1,0.5,0.5,0.9,0.5,0,47,3
0.1,0.5,0.5,0.9,0.9,0,50,0
0.1,0.5,0.9,0.1,0.1,35,15,0
0.1,0.5,0.9,0.1,0.5,32,18,0
0.1,0.5,0.9,0.1,0.9,29,21,0
0.1,0.5,0.9,0.5,0.1,22,25,3
0.1,0.5,0.9,0.5,0.5,22,28,0
0.1,0.5,0.9,0.5,0.9,33,17,0
0.1,0.5,0.9,0.9,0.1,0,41,9
0.1,0.5,0.9,0.9,0.5,2,47,1
0.1,0.5,0.9,0.9,0.9,11,39,0
0.1,0.9,0.1,0.1,0.1,0,44,6
0.1,0.9,0.1,0.1,0.5,0,49,1
0.1,0.9,0.1,0.1,0.9,2,48,0
0.1,0.9,0.1,0.5,0.1,0,46,4
0.1,0.9,0.1,0.5,0.5,0,49,1
0.1,0.9,0.1,0.5,0.9,0,50,0
0.1,0.9,0.1,0.9,0.1,0,46,4
0.1,0.9,0.1,0.9,0.5,0,50,0
0.1,0.9,0.1,0.9,0.9,0,50,0
0.1,0.9,0.5,0.1,0.1,43,7,0
0.1,0.9,0.5,0.1,0.5,45,5,0
0.1,0.9,0.5,0.1,0.9,46,4,0
0.1,0.9,0.5,0.5,0.1,5,34,11
0.1,0.9,0.5,0.5,0.5,9,41,0
0.1,0.9,0.5,0.5,0.9,8,42,0
0.1,0.9,0.5,0.9,0.1,0,38,12
0.1,0.9,0.5,0.9,0.5,0,50,0
0.1,0.9,0.5,0.9,0.9,0,50,0
0.1,0.9,0.9,0.1,0.1,46,4,0
0.1,0.9,0.9,0.1,0.5,46,4,0
0.1,0.9,0.9,0.1,0.9,48,2,0
0.1,0.9,0.9,0.5,0.1,35,15,0
0.1,0.9,0.9,0.5,0.5,44,6,0
0.1,0.9,0.9,0.5,0.9,47,3,0
0.1,0.9,0.9,0.9,0.1,0,50,0
0.1,0.9,0.9,0.9,0.5,3,47,0
0.1,0.9,0.9,0.9,0.9,19,31,0
0.5,0.1,0.1,0.1,0.1,0,46,4
0.5,0.1,0.1,0.1,0.5,0,48,2
0.5,0.1,0.1,0.1,0.9,0,50,0
0.5,0.1,0.1,0.5,0.1,0,38,12
0.5,0.1,0.1,0.5,0.5,0,47,3
0.5,0.1,0.1,0.5,0.9,0,50,0
0.5,0.1,0.1,0.9,0.1,0,37,13
0.5,0.1,0.1,0.9,0.5,0,49,1
0.5,0.1,0.1,0.9,0.9,0,50,0
0.5,0.1,0.5,0.1,0.1,24,5,21
0.5,0.1,0.5,0.1,0.5,27,23,0
0.5,0.1,0.5,0.1,0.9,21,29,0
0.5,0.1,0.5,0.5,0.1,0,0,50
0.5,0.1,0.5,0.5,0.5,3,41,6
0.5,0.1,0.5,0.5,0.9,6,44,0
0.5,0.1,0.5,0.9,0.1,0,0,50
0.5,0.1,0.5,0.9,0.5,0,44,6
0.5,0.1,0.5,0.9,0.9,0,50,0
0.5,0.1,0.9,0.1,0.1,37,13,0
0.5,0.1,0.9,0.1,0.5,33,17,0
0.5,0.1,0.9,0.1,0.9,29,21,0
0.5,0.1,0.9,0.5,0.1,11,5,34
0.5,0.1,0.9,0.5,0.5,28,22,0
0.5,0.1,0.9,0.5,0.9,31,19,0
0.5,0.1,0.9,0.9,0.1,0,3,47
0.5,0.1,0.9,0.9,0.5,3,47,0
0.5,0.1,0.9,0.9,0.9,8,42,0
0.5,0.5,0.1,0.1,0.1,0,37,13
0.5,0.5,0.1,0.1,0.5,0,49,1
0.5,0.5,0.1,0.1,0.9,4,46,0
0.5,0.5,0.1,0.5,0.1,0,34,16
0.5,0.5,0.1,0.5,0.5,0,49,1
0.5,0.5,0.1,0.5,0.9,0,50,0
0.5,0.5,0.1,0.9,0.1,0,37,13
0.5,0.5,0.1,0.9,0.5,0,48,2
0.5,0.5,0.1,0.9,0.9,0,50,0
0.5,0.5,0.5,0.1,0.1,50,0,0
0.5,0.5,0.5,0.1,0.5,50,0,0
0.5,0.5,0.5,0.1,0.9,50,0,0
0.5,0.5,0.5,0.5,0.1,19,31,0
0.5,0.5,0.5,0.5,0.5,21,29,0
0.5,0.5,0.5,0.5,0.9,15,35,0
0.5,0.5,0.5,0.9,0.1,0,43,7
0.5,0.5,0.5,0.9,0.5,0,50,0
0.5,0.5,0.5,0.9,0.9,0,50,0
0.5,0.5,0.9,0.1,0.1,50,0,0
0.5,0.5,0.9,0.1,0.5,50,0,0
0.5,0.5,0.9,0.1,0.9,50,0,0
0.5,0.5,0.9,0.5,0.1,49,1,0
0.5,0.5,0.9,0.5,0.5,50,0,0
0.5,0.5,0.9,0.5,0.9,50,0,0
0.5,0.5,0.9,0.9,0.1,9,41,0
0.5,0.5,0.9,0.9,0.5,15,35,0
0.5,0.5,0.9,0.9,0.9,39,11,0
0.5,0.9,0.1,0.1,0.1,0,47,3
0.5,0.9,0.1,0.1,0.5,0,50,0
0.5,0.9,0.1,0.1,0.9,4,46,0
0.5,0.9,0.1,0.5,0.1,0,47,3
0.5,0.9,0.1,0.5,0.5,0,50,0
0.5,0.9,0.1,0.5,0.9,0,50,0
0.5,0.9,0.1,0.9,0.1,0,49,1
0.5,0.9,0.1,0.9,0.5,0,50,0
0.5,0.9,0.1,0.9,0.9,0,50,0
0.5,0.9,0.5,0.1,0.1,50,0,0
0.5,0.9,0.5,0.1,0.5,50,0,0
0.5,0.9,0.5,0.1,0.9,50,0,0
0.5,0.9,0.5,0.5,0.1,20,30,0
0.5,0.9,0.5,0.5,0.5,19,31,0
0.5,0.9,0.5,0.5,0.9,15,35,0
0.5,0.9,0.5,0.9,0.1,0,50,0
0.5,0.9,0.5,0.9,0.5,0,50,0
0.5,0.9,0.5,0.9,0.9,0,50,0
0.5,0.9,0.9,0.1,0.1,50,0,0
0.5,0.9,0.9,0.1,0.5,50,0,0
0.5,0.9,0.9,0.1,0.9,50,0,0
0.5,0.9,0.9,0.5,0.1,50,0,0
0.5,0.9,0.9,0.5,0.5,50,0,0
0.5,0.9,0.9,0.5,0.9,50,0,0
0.5,0.9,0.9,0.9,0.1,10,40,0
0.5,0.9,0.9,0.9,0.5,17,33,0
0.5,0.9,0.9,0.9,0.9,29,21,0
0.9,0.1,0.1,0.1,0.1,0,34,16
0.9,0.1,0.1,0.1,0.5,0,47,3
0.9,0.1,0.1,0.1,0.9,1,49,0
0.9,0.1,0.1,0.5,0.1,0,24,26
0.9,0.1,0.1,0.5,0.5,0,43,7
0.9,0.1,0.1,0.5,0.9,0,50,0
0.9,0.1,0.1,0.9,0.1,0,30,20
0.9,0.1,0.1,0.9,0.5,0,47,3
0.9,0.1,0.1,0.9,0.9,0,50,0
0.9,0.1,0.5,0.1,0.1,41,8,1
0.9,0.1,0.5,0.1,0.5,43,7,0
0.9,0.1,0.5,0.1,0.9,34,16,0
0.9,0.1,0.5,0.5,0.1,0,6,44
0.9,0.1,0.5,0.5,0.5,9,41,0
0.9,0.1,0.5,0.5,0.9,11,39,0
0.9,0.1,0.5,0.9,0.1,0,4,46
0.9,0.1,0.5,0.9,0.5,0,50,0
0.9,0.1,0.5,0.9,0.9,0,50,0
0.9,0.1,0.9,0.1,0.1,43,7,0
0.9,0.1,0.9,0.1,0.5,40,10,0
0.9,0.1,0.9,0.1,0.9,42,8,0
0.9,0.1,0.9,0.5,0.1,41,2,7
0.9,0.1,0.9,0.5,0.5,45,5,0
0.9,0.1,0.9,0.5,0.9,48,2,0
0.9,0.1,0.9,0.9,0.1,1,26,23
0.9,0.1,0.9,0.9,0.5,8,42,0
0.9,0.1,0.9,0.9,0.9,22,28,0
0.9,0.5,0.1,0.1,0.1,0,48,2
0.9,0.5,0.1,0.1,0.5,0,50,0
0.9,0.5,0.1,0.1,0.9,3,47,0
0.9,0.5,0.1,0.5,0.1,0,44,6
0.9,0.5,0.1,0.5,0.5,0,50,0
0.9,0.5,0.1,0.5,0.9,0,50,0
0.9,0.5,0.1,0.9,0.1,0,46,4
0.9,0.5,0.1,0.9,0.5,0,50,0
0.9,0.5,0.1,0.9,0.9,0,50,0
0.9,0.5,0.5,0.1,0.1,50,0,0
0.9,0.5,0.5,0.1,0.5,50,0,0
0.9,0.5,0.5,0.1,0.9,50,0,0
0.9,0.5,0.5,0.5,0.1,23,27,0
0.9,0.5,0.5,0.5,0.5,20,30,0
0.9,0.5,0.5,0.5,0.9,12,38,0
0.9,0.5,0.5,0.9,0.1,0,50,0
0.9,0.5,0.5,0.9,0.5,0,50,0
0.9,0.5,0.5,0.9,0.9,0,50,0
0.9,0.5,0.9,0.1,0.1,50,0,0
0.9,0.5,0.9,0.1,0.5,50,0,0
0.9,0.5,0.9,0.1,0.9,50,0,0
0.9,0.5,0.9,0.5,0.1,50,0,0
0.9,0.5,0.9,0.5,0.5,50,0,0
0.9,0.5,0.9,0.5,0.9,50,0,0
0.9,0.5,0.9,0.9,0.1,11,39,0
0.9,0.5,0.9,0.9,0.5,20,30,0
0.9,0.5,0.9,0.9,0.9,42,8,0
0.9,0.9,0.1,0.1,0.1,0,50,0
0.9,0.9,0.1,0.1,0.5,0,50,0
0.9,0.9,0.1,0.1,0.9,2,48,0
0.9,0.9,0.1,0.5,0.1,0,50,0
0.9,0.9,0.1,0.5,0.5,0,50,0
0.9,0.9,0.1,0.5,0.9,0,50,0
0.9,0.9,0.1,0.9,0.1,0,50,0
0.9,0.9,0.1,0.9,0.5,0,50,0
0.9,0.9,0.1,0.9,0.9,0,50,0
0.9,0.9,0.5,0.1,0.1,50,0,0
0.9,0.9,0.5,0.1,0.5,50,0,0
0.9,0.9,0.5,0.1,0.9,50,0,0
0.9,0.9,0.5,0.5,0.1,20,30,0
0.9,0.9,0.5,0.5,0.5,14,36,0
0.9,0.9,0.5,0.5,0.9,10,40,0
0.9,0.9,0.5,0.9,0.1,0,50,0
0.9,0.9,0.5,0.9,0.5,0,50,0
0.9,0.9,0.5,0.9,0.9,0,50,0
0.9,0.9,0.9,0.1,0.1,50,0,0
0.9,0.9,0.9,0.1,0.5,50,0,0
0.9,0.9,0.9,0.1,0.9,50,0,0
0.9,0.9,0.9,0.5,0.1,50,0,0
0.9,0.9,0.9,0.5,0.5,49,1,0
0.9,0.9,0.9,0.5,0.9,50,0,0
0.9,0.9,0.9,0.9,0.1,8,42,0
0.9,0.9,0.9,0.9,0.5,23,27,0
0.9,0.9,0.9,0.9,0.9,39,11,0
0.1,0.1,0.1,0.1,0.1,0,50,0
0.1,0.1,0.1,0.1,0.5,0,50,0
0.1,0.1,0.1,0.1,0.9,0,50,0
0.1,0.1,0.1,0.5,0.1,0,50,0
0.1,0.1,0.1,0.5,0.5,0,50,0
0.1,0.1,0.1,0.5,0.9,0,50,0
0.1,0.1,0.1,0.9,0.1,0,50,0
0.1,0.1,0.1,0.9,0.5,0,50,0
0.1,0.1,0.1,0.9,0.9,0,50,0
0.1,0.1,0.5,0.1,0.1,0,43,7
0.1,0.1,0.5,0.1,0.5,0,38,12
0.1,0.1,0.5,0.1,0.9,0,50,0
0.1,0.1,0.5,0.5,0.1,0,35,15
0.1,0.1,0.5,0.5,0.5,0,42,8
0.1,0.1,0.5,0.5,0.9,0,50,0
0.1,0.1,0.5,0.9,0.1,0,30,20
0.1,0.1,0.5,0.9,0.5,0,37,13
0.1,0.1,0.5,0.9,0.9,0,50,0
0.1,0.1,0.9,0.1,0.1,0,37,13
0.1,0.1,0.9,0.1,0.5,0,45,5
0.1,0.1,0.9,0.1,0.9,0,50,0
0.1,0.1,0.9,0.5,0.1,0,39,11
0.1,0.1,0.9,0.5,0.5,0,42,8
0.1,0.1,0.9,0.5,0.9,0,50,0
0.1,0.1,0.9,0.9,0.1,0,29,21
0.1,0.1,0.9,0.9,0.5,0,45,5
0.1,0.1,0.9,0.9,0.9,0,50,0
0.1,0.5,0.1,0.1,0.1,0,47,3
0.1,0.5,0.1,0.1,0.5,0,50,0
0.1,0.5,0.1,0.1,0.9,1,49,0
0.1,0.5,0.1,0.5,0.1,0,46,4
0.1,0.5,0.1,0.5,0.5,0,50,0
0.1,0.5,0.1,0.5,0.9,0,50,0
0.1,0.5,0.1,0.9,0.1,0,47,3
0.1,0.5,0.1,0.9,0.5,0,49,1
0.1,0.5,0.1,0.9,0.9,0,50,0
0.1,0.5,0.5,0.1,0.1,15,27,8
0.1,0.5,0.5,0.1,0.5,24,26,0
0.1,0.5,0.5,0.1,0.9,34,16,0
0.1,0.5,0.5,0.5,0.1,0,21,29
0.1,0.5,0.5,0.5,0.5,3,45,2
0.1,0.5,0.5,0.5,0.9,6,44,0
0.1,0.5,0.5,0.9,0.1,0,21,29
0.1,0.5,0.5,0.9,0.5,0,46,4
0.1,0.5,0.5,0.9,0.9,0,50,0
0.1,0.5,0.9,0.1,0.1,34,16,0
0.1,0.5,0.9,0.1,0.5,35,15,0
0.1,0.5,0.9,0.1,0.9,36,14,0
0.1,0.5,0.9,0.5,0.1,20,27,3
0.1,0.5,0.9,0.5,0.5,22,28,0
0.1,0.5,0.9,0.5,0.9,30,20,0
0.1,0.5,0.9,0.9,0.1,0,45,5
0.1,0.5,0.9,0.9,0.5,2,47,1
0.1,0.5,0.9,0.9,0.9,7,43,0
0.1,0.9,0.1,0.1,0.1,0,46,4
0.1,0.9,0.1,0.1,0.5,0,50,0
0.1,0.9,0.1,0.1,0.9,3,47,0
0.1,0.9,0.1,0.5,0.1,0,46,4
0.1,0.9,0.1,0.5,0.5,0,49,1
0.1,0.9,0.1,0.5,0.9,0,50,0
0.1,0.9,0.1,0.9,0.1,0,43,7
0.1,0.9,0.1,0.9,0.5,0,50,0
0.1,0.9,0.1,0.9,0.9,0,50,0
0.1,0.9,0.5,0.1,0.1,45,5,0
0.1,0.9,0.5,0.1,0.5,46,4,0
0.1,0.9,0.5,0.1,0.9,44,6,0
0.1,0.9,0.5,0.5,0.1,6,34,10
0.1,0.9,0.5,0.5,0.5,6,44,0
0.1,0.9,0.5,0.5,0.9,5,45,0
0.1,0.9,0.5,0.9,0.1,0,35,15
0.1,0.9,0.5,0.9,0.5,0,50,0
0.1,0.9,0.5,0.9,0.9,0,50,0
0.1,0.9,0.9,0.1,0.1,42,8,0
0.1,0.9,0.9,0.1,0.5,45,5,0
0.1,0.9,0.9,0.1,0.9,47,3,0
0.1,0.9,0.9,0.5,0.1,41,9,0
0.1,0.9,0.9,0.5,0.5,43,7,0
0.1,0.9,0.9,0.5,0.9,48,2,0
0.1,0.9,0.9,0.9,0.1,1,46,3
0.1,0.9,0.9,0.9,0.5,1,49,0
0.1,0.9,0.9,0.9,0.9,14,36,0
0.5,0.1,0.1,0.1,0.1,0,41,9
0.5,0.1,0.1,0.1,0.5,0,43,7
0.5,0.1,0.1,0.1,0.9,0,50,0
0.5,0.1,0.1,0.5,0.1,0,37,13
0.5,0.1,0.1,0.5,0.5,0,47,3
0.5,0.1,0.1,0.5,0.9,0,50,0
0.5,0.1,0.1,0.9,0.1,0,42,8
0.5,0.1,0.1,0.9,0.5,0,49,1
0.5,0.1,0.1,0.9,0.9,0,50,0
0.5,0.1,0.5,0.1,0.1,26,10,14
0.5,0.1,0.5,0.1,0.5,25,25,0
0.5,0.1,0.5,0.1,0.9,27,23,0
0.5,0.1,0.5,0.5,0.1,0,0,50
0.5,0.1,0.5,0.5,0.5,3,46,1
0.5,0.1,0.5,0.5,0.9,3,47,0
0.5,0.1,0.5,0.9,0.1,0,0,50
0.5,0.1,0.5,0.9,0.5,0,45,5
0.5,0.1,0.5,0.9,0.9,0,50,0
0.5,0.1,0.9,0.1,0.1,29,21,0
0.5,0.1,0.9,0.1,0.5,29,21,0
0.5,0.1,0.9,0.1,0.9,28,22,0
0.5,0.1,0.9,0.5,0.1,5,7,38
0.5,0.1,0.9,0.5,0.5,32,18,0
0.5,0.1,0.9,0.5,0.9,33,17,0
0.5,0.1,0.9,0.9,0.1,0,5,45
0.5,0.1,0.9,0.9,0.5,2,48,0
0.5,0.1,0.9,0.9,0.9,4,46,0
0.5,0.5,0.1,0.1,0.1,0,40,10
0.5,0.5,0.1,0.1,0.5,0,50,0
0.5,0.5,0.1,0.1,0.9,2,48,0
0.5,0.5,0.1,0.5,0.1,0,41,9
0.5,0.5,0.1,0.5,0.5,0,50,0
0.5,0.5,0.1,0.5,0.9,0,50,0
0.5,0.5,0.1,0.9,0.1,0,37,13
0.5,0.5,0.1,0.9,0.5,0,50,0
0.5,0.5,0.1,0.9,0.9,0,50,0
0.5,0.5,0.5,0.1,0.1,50,0,0
0.5,0.5,0.5,0.1,0.5,50,0,0
0.5,0.5,0.5,0.1,0.9,50,0,0
0.5,0.5,0.5,0.5,0.1,19,27,4
0.5,0.5,0.5,0.5,0.5,14,36,0
0.5,0.5,0.5,0.5,0.9,12,38,0
0.5,0.5,0.5,0.9,0.1,0,49,1
0.5,0.5,0.5,0.9,0.5,0,50,0
0.5,0.5,0.5,0.9,0.9,0,50,0
0.5,0.5,0.9,0.1,0.1,50,0,0
0.5,0.5,0.9,0.1,0.5,50,0,0
0.5,0.5,0.9,0.1,0.9,50,0,0
0.5,0.5,0.9,0.5,0.1,50,0,0
0.5,0.5,0.9,0.5,0.5,50,0,0
0.5,0.5,0.9,0.5,0.9,50,0,0
0.5,0.5,0.9,0.9,0.1,11,39,0
0.5,0.5,0.9,0.9,0.5,16,34,0
0.5,0.5,0.9,0.9,0.9,37,13,0
0.5,0.9,0.1,0.1,0.1,0,46,4
0.5,0.9,0.1,0.1,0.5,0,50,0
0.5,0.9,0.1,0.1,0.9,3,47,0
0.5,0.9,0.1,0.5,0.1,0,47,3
0.5,0.9,0.1,0.5,0.5,0,50,0
0.5,0.9,0.1,0.5,0.9,0,50,0
0.5,0.9,0.1,0.9,0.1,0,43,7
0.5,0.9,0.1,0.9,0.5,0,50,0
0.5,0.9,0.1,0.9,0.9,0,50,0
0.5,0.9,0.5,0.1,0.1,50,0,0
0.5,0.9,0.5,0.1,0.5,50,0,0
0.5,0.9,0.5,0.1,0.9,50,0,0
0.5,0.9,0.5,0.5,0.1,19,31,0
0.5,0.9,0.5,0.5,0.5,18,32,0
0.5,0.9,0.5,0.5,0.9,11,39,0
0.5,0.9,0.5,0.9,0.1,0,50,0
0.5,0.9,0.5,0.9,0.5,0,50,0
0.5,0.9,0.5,0.9,0.9,0,50,0
0.5,0.9,0.9,0.1,0.1,50,0,0
0.5,0.9,0.9,0.1,0.5,50,0,0
0.5,0.9,0.9,0.1,0.9,50,0,0
0.5,0.9,0.9,0.5,0.1,50,0,0
0.5,0.9,0.9,0.5,0.5,50,0,0
0.5,0.9,0.9,0.5,0.9,50,0,0
0.5,0.9,0.9,0.9,0.1,9,41,0
0.5,0.9,0.9,0.9,0.5,15,35,0
0.5,0.9,0.9,0.9,0.9,33,17,0
0.9,0.1,0.1,0.1,0.1,0,38,12
0.9,0.1,0.1,0.1,0.5,0,46,4
0.9,0.1,0.1,0.1,0.9,2,48,0
0.9,0.1,0.1,0.5,0.1,0,34,16
0.9,0.1,0.1,0.5,0.5,0,47,3
0.9,0.1,0.1,0.5,0.9,0,50,0
0.9,0.1,0.1,0.9,0.1,0,34,16
0.9,0.1,0.1,0.9,0.5,0,44,6
0.9,0.1,0.1,0.9,0.9,0,50,0
0.9,0.1,0.5,0.1,0.1,42,8,0
0.9,0.1,0.5,0.1,0.5,42,8,0
0.9,0.1,0.5,0.1,0.9,46,4,0
0.9,0.1,0.5,0.5,0.1,1,1,48
0.9,0.1,0.5,0.5,0.5,16,34,0
0.9,0.1,0.5,0.5,0.9,11,39,0
0.9,0.1,0.5,0.9,0.1,0,3,47
0.9,0.1,0.5,0.9,0.5,0,50,0
